datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Multiple Fuels,364.0,0.00,False
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Nuclear,28379.0,0.34,False
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Oil,198.8,0.00,False
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Other,197.8,0.00,False
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Other Renewables,661.2,0.01,True
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Solar,1487.0,0.02,True
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Storage,0.0,0.00,False
4/30/2021 10:00:00 PM,4/30/2021 6:00:00 PM,Wind,4257.8,0.05,True
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Coal,16569.1,0.20,False
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Gas,28600.6,0.34,False
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Hydro,1844.6,0.02,True
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Multiple Fuels,363.0,0.00,False
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Nuclear,28347.1,0.34,False
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Oil,197.6,0.00,False
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Other,209.6,0.00,False
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Other Renewables,672.9,0.01,True
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Solar,2244.4,0.03,True
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Storage,0.0,0.00,False
4/30/2021 9:00:00 PM,4/30/2021 5:00:00 PM,Wind,4611.8,0.06,True
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Coal,15995.9,0.19,False
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Gas,29138.5,0.34,False
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Hydro,1869.2,0.02,True
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Multiple Fuels,358.0,0.00,False
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Nuclear,28358.6,0.34,False
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Oil,198.3,0.00,False
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Other,198.2,0.00,False
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Other Renewables,670.5,0.01,True
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Solar,2446.7,0.03,True
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Storage,0.0,0.00,False
4/30/2021 8:00:00 PM,4/30/2021 4:00:00 PM,Wind,5197.5,0.06,True
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Coal,16339.7,0.19,False
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Gas,28432.0,0.34,False
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Hydro,1657.2,0.02,True
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Multiple Fuels,358.0,0.00,False
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Nuclear,28381.2,0.34,False
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Oil,203.6,0.00,False
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Other,199.1,0.00,False
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Other Renewables,663.9,0.01,True
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Solar,2541.3,0.03,True
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Storage,0.0,0.00,False
4/30/2021 7:00:00 PM,4/30/2021 3:00:00 PM,Wind,5594.5,0.07,True
4/30/2021 6:00:00 PM,4/30/2021 2:00:00 PM,Coal,16336.5,0.19,False
