datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Hydro,1882.6,0.02,True
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Multiple Fuels,465.1,0.00,False
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Nuclear,33663.0,0.32,False
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Oil,271.5,0.00,False
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Other,66.8,0.00,False
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Other Renewables,681.4,0.00,True
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Solar,46.1,0.00,True
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Storage,0.0,0.00,False
1/31/2021 9:00:00 PM,1/31/2021 4:00:00 PM,Wind,6651.2,0.06,True
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Coal,25903.8,0.25,False
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Gas,33797.2,0.33,False
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Hydro,1415.7,0.01,True
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Multiple Fuels,463.3,0.00,False
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Nuclear,33639.3,0.33,False
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Oil,277.0,0.00,False
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Other,63.2,0.00,False
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Other Renewables,680.0,0.00,True
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Solar,115.8,0.00,True
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Storage,0.0,0.00,False
1/31/2021 8:00:00 PM,1/31/2021 3:00:00 PM,Wind,6383.3,0.06,True
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Coal,26630.1,0.26,False
1/31/2021 7:00:00 PM,1/31/2021 2:00:00 PM,Gas,33789.8,0.33,False
